title,release_date,popularity,vote_count,vote_average,genres,actor,director
투모로우 워,2021-07-02,205.304,5961,7.9,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[18999, 63312, 73457]",[144816]
Последний богатырь: Корень зла,2021-01-01,201.049,117,7.0,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}]","[107727, 1257126, 1309706]",[115122]
체르노빌 1986,2021-04-15,173.008,402,6.2,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 36, 'name': '역사'}, {'id': 9648, 'name': '미스테리'}]","[77667, 562730, 1378375]",[562730]
나의 히어로 아카데미아 더 무비: 히어로즈 라이징,2019-12-20,176.812,983,8.2,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}]","[1245094, 1325962, 2040402]",[1307036]
더 메뉴,2022-11-17,259.175,79,7.6,"[{'id': 27, 'name': '공포'}, {'id': 35, 'name': '코미디'}, {'id': 53, 'name': '스릴러'}]","[3292, 5469, 1397778]",[57199]
더 브릿지,2022-10-28,287.714,100,6.9,"[{'id': 18, 'name': '드라마'}]","[58643, 72129, 226366]",[2289991]
지상 최대 맥주배달 작전,2022-09-30,240.605,351,7.8,"[{'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}, {'id': 10752, 'name': '전쟁'}]","[934, 29222, 1562074]",[7396]
외계+인 1부,2022-07-20,143.161,70,7.3,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[1257671, 1530733, 1537768]",[119337]
더 퍼지: 포에버,2021-06-30,232.649,1944,7.1,"[{'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[6164, 57409, 87265]",[1192942]
존 윅 4,2023-03-22,136.478,0,0.0,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[1341, 6384, 6972]",[40644]
야차,2022-04-08,129.137,125,6.4,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[85008, 234641, 1593672]",[1109635]
드래곤볼 슈퍼: 슈퍼 히어로,2022-06-11,801.736,2033,8.0,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[85286, 90496, 90569]",[2403335]
할로윈 킬즈,2021-10-14,174.408,2077,6.6,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[8944, 20750, 1511997]",[64141]
죽은 자들의 골짜기,2020-10-08,126.335,220,6.2,"[{'id': 27, 'name': '공포'}, {'id': 35, 'name': '코미디'}, {'id': 10752, 'name': '전쟁'}]","[15598, 566544, 1354964]",[69875]
애프터: 그 후,2020-09-02,214.548,4774,7.2,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[95686, 1114487, 1753914]",[11873]
엘비스,2022-06-22,124.708,1810,7.8,"[{'id': 18, 'name': '드라마'}, {'id': 36, 'name': '역사'}, {'id': 10402, 'name': '음악'}]","[31, 12206, 86654]",[6201]
마녀 Part 2: The Other One,2022-06-15,151.025,94,7.3,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}, {'id': 9648, 'name': '미스테리'}]","[1134684, 1882314, 2896274]",[557736]
노바디,2021-03-18,156.474,5216,8.1,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[935, 1062, 59410]",[1169024]
스파이더헤드,2022-06-17,159.242,1058,5.8,"[{'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}]","[59017, 74568, 996701]",[86270]
토르: 러브 앤 썬더,2022-07-06,1107.403,4697,6.7,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[524, 3894, 74568]",[55934]
할로윈 엔드,2022-10-12,626.112,953,6.5,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[8944, 1196041, 1511997]",[64141]
졸트,2021-07-15,146.543,991,6.7,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[2283, 3967, 21127]",[264113]
딸의 친구 4,2019-07-26,225.889,2,6.0,"[{'id': 10749, 'name': '로맨스'}]","[1907997, 2374721, 2374722]",[1511274]
걱정말아요 그대,2022-09-21,566.321,979,6.9,"[{'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}, {'id': 9648, 'name': '미스테리'}]","[62064, 1052109, 1373737]",[59315]
범죄도시 2,2022-05-18,224.282,93,7.3,"[{'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}]","[1024395, 1418581, 2035488]",[2376041]
매트릭스: 리저렉션,2021-12-16,222.182,4303,6.6,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[530, 6384, 1639847]",[9340]
도그,2022-02-17,393.25,1001,7.4,"[{'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}]","[209, 38673, 135352]",[38673]
비상선언,2022-08-03,297.811,83,7.5,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[20737, 20738, 25002]",[1059129]
파나마,2022-03-17,145.371,89,5.5,"[{'id': 53, 'name': '스릴러'}]","[2461, 6614, 1893351]",[20193]
더 컨트랙터,2022-03-10,252.705,574,6.5,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[11107, 62064, 94098]",[119293]
셧 인,2022-03-24,159.759,244,7.1,"[{'id': 18, 'name': '드라마'}, {'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[22461, 1008554, 1481235]",[40256]
사마리탄,2022-08-25,565.793,1401,6.9,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[16483, 1026947, 2532098]",[1299642]
배드 가이즈,2022-03-17,367.36,1159,7.7,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 80, 'name': '범죄'}]","[6807, 1231717, 1625558]",[1261455]
티탄,2021-07-14,127.487,964,6.5,"[{'id': 18, 'name': '드라마'}, {'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[5443, 1144473, 2418333]",[1392433]
더 언홀리,2021-03-31,192.694,1756,6.7,"[{'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스테리'}]","[6573, 47296, 2067034]",[80675]
텍사스 전기톱 학살 2022,2022-02-18,169.222,1019,5.2,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[122851, 172254, 2035239]",[1981891]
사슴의 왕: 유나와 약속의 여행,2021-10-28,153.409,23,6.0,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 18, 'name': '드라마'}]","[58596, 572020, 1384646]",[40336]
마크맨,2021-01-15,125.409,1276,6.9,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[3896, 26723, 589722]",[4746]
스파이더맨: 노 웨이 홈,2021-12-15,917.111,15869,8.0,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[71580, 505710, 1136406]",[1293994]
극장판 귀멸의 칼날: 무한열차편,2020-10-16,585.381,2789,8.3,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}]","[119145, 1256603, 1563442]",[1283010]
캐시트럭,2021-04-22,267.947,4034,7.7,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[976, 2299, 7497]",[956]
아담스 패밀리 2,2021-10-01,209.392,987,7.1,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 27, 'name': '공포'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[19767, 25072, 2532098]",[12080]
노스맨,2022-04-07,386.607,2687,7.2,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[2227, 28846, 150802]",[138781]
호커스 포커스 2,2022-09-27,988.653,1118,7.5,"[{'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[520, 11074, 73931]",[29214]
킬링 카인드: 킬러의 수제자,2021-08-19,157.17,720,6.6,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[2231, 2232, 21045]",[10702]
스크림,2022-01-12,193.573,1859,6.7,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[974169, 1373659, 2174509]",[66681]
미친 능력,2022-04-20,148.568,831,6.8,"[{'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 80, 'name': '범죄'}]","[2963, 1230868, 1253360]",[1211000]
La abuela,2022-01-28,169.061,307,5.9,"[{'id': 18, 'name': '드라마'}, {'id': 27, 'name': '공포'}]","[1910478, 1914003, 2846747]",[54526]
"포켓몬스터 극장판 - 정글의 아이, 코코",2020-12-25,146.81,113,7.0,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}, {'id': 10751, 'name': '가족'}]","[65424, 73044, 1547747]",[1947876]
테리파이어 2,2022-10-06,2735.525,631,7.0,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1880016, 1882502, 2787720]",[933176]
암스테르담,2022-09-27,358.909,338,6.1,"[{'id': 35, 'name': '코미디'}, {'id': 36, 'name': '역사'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}, {'id': 9648, 'name': '미스테리'}]","[3894, 234352, 1117313]",[17883]
레전드 퀘스트: 오리진,2021-02-15,215.949,182,8.3,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[52745, 590312, 2521922]",[104987]
울고 싶은 나는 고양이 가면을 쓴다,2020-06-18,138.975,1084,8.0,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[20664, 227611, 1256603]",[106577]
맨 프롬 토론토,2022-06-24,171.178,868,6.6,"[{'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[53862, 55638, 57755]",[143059]
슬럼버랜드,2022-11-09,159.975,110,8.1,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 10751, 'name': '가족'}]","[3497, 117642, 2103874]",[10943]
MexZombies,2022-10-26,1848.224,83,7.2,"[{'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[1240118, 1310902, 2177750]",[964826]
수퍼 소닉 2,2022-03-30,812.094,3363,7.6,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[11006, 110742, 222121]",[93364]
퍼피 구조대 더 무비,2021-08-09,221.784,1044,7.4,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[1684536, 2412016, 3044930]",[1098477]
프레이 포 더 데블,2022-10-23,128.808,58,5.9,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[5414, 1237405, 1400939]",[120245]
Tadeo Jones 3: La Tabla Esmeralda,2022-08-24,2189.242,91,7.9,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[114463, 1021607, 1164823]",[1074721]
가재가 노래하는 곳,2022-07-15,129.14,634,7.7,"[{'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[1369329, 1716493, 2230991]",[1668008]
클린,2022-01-28,138.783,240,6.4,"[{'id': 80, 'name': '범죄'}]","[3490, 1377670, 1783255]",[87494]
애덤 프로젝트,2022-03-11,189.991,3133,7.1,"[{'id': 12, 'name': '모험'}, {'id': 878, 'name': 'SF'}]","[103, 10859, 2867506]",[17825]
워헌트,2022-01-21,154.176,62,5.0,"[{'id': 14, 'name': '판타지'}, {'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 10752, 'name': '전쟁'}]","[2295, 17343, 84215]",[21701]
리디밍 러브,2022-01-21,124.658,176,7.9,"[{'id': 18, 'name': '드라마'}, {'id': 36, 'name': '역사'}, {'id': 10749, 'name': '로맨스'}]","[58115, 1371456, 2336109]",[40256]
데스스트록: 나이츠 앤 드래곤즈,2020-08-04,184.741,374,6.9,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[19654, 64154, 1103625]",[1612783]
허슬,2022-06-03,156.226,1764,7.9,"[{'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}]","[15758, 19292, 2822959]",[550121]
"아르헨티나, 1985년",2022-09-29,135.752,143,8.3,"[{'id': 18, 'name': '드라마'}, {'id': 36, 'name': '역사'}]","[69310, 239252, 1246181]",[84677]
Jeepers Creepers: Reborn,2022-09-15,2047.345,473,5.8,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[1817397, 2738561, 3425159]",[66212]
버즈 라이트이어,2022-06-15,392.924,2370,7.2,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}, {'id': 10751, 'name': '가족'}]","[16828, 21198, 74688]",[7929]
불릿 트레인,2022-07-03,1005.427,2379,7.5,"[{'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 53, 'name': '스릴러'}]","[287, 27428, 125025]",[40684]
The Drover's Wife: The Legend of Molly Johnson,2022-05-05,208.247,9,5.2,"[{'id': 18, 'name': '드라마'}, {'id': 37, 'name': '서부'}, {'id': 53, 'name': '스릴러'}]","[38782, 589650, 1636490]",[38782]
해리건 씨의 전화기,2022-10-05,179.877,438,6.6,"[{'id': 18, 'name': '드라마'}, {'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[55636, 1274508, 1532312]",[54040]
더 우먼 킹,2022-09-15,241.797,289,7.4,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 36, 'name': '역사'}]","[19492, 1360281, 2286339]",[71947]
그레이 맨,2022-07-13,228.079,2377,7.0,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[16828, 30614, 224513]",[19271]
옆방에 일본여자가 싼다,2020-07-09,125.438,2,7.0,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[1907997, 2292659, 2557514]",[2631089]
"미라큘러스 월드: 상하이, 레이디 드레곤의 전설",2021-05-15,230.609,485,7.9,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 10751, 'name': '가족'}, {'id': 10770, 'name': 'TV 영화'}]","[1558832, 1762588, 1889718]",[1565301]
보레고,2022-01-14,125.948,61,5.9,"[{'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[61852, 205307, 1516815]",[2725552]
47 로닌의 검,2022-10-25,1299.891,80,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[18702, 1267375, 2252174]",[61703]
트롤의 습격,2022-12-01,126.757,0,0.0,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[105563, 107542, 1394758]",[87877]
올라프의 탄생,2020-10-23,127.058,452,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[19394, 54415, 70238]",[1381895]
나의 경찰관,2022-10-21,283.993,292,8.1,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[1052109, 1244412, 2324569]",[1187130]
애프터: 관계의 함정,2021-09-01,243.87,1997,7.1,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[20805, 1114487, 1753914]",[1448492]
애프터: 에버 해피,2022-08-24,557.517,570,7.0,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[20805, 1114487, 1753914]",[1448492]
Wunderschön,2022-02-03,181.904,34,7.3,"[{'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}, {'id': 10749, 'name': '로맨스'}]","[678, 17067, 19910]",[17067]
로스트 시티,2022-03-24,422.936,2230,6.7,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[10980, 18277, 38673]",[174313]
코만도,2022-01-07,125.579,95,5.8,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[2295, 20495, 64856]",[1065384]
데이 시프트,2022-08-12,265.25,1303,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[134, 54697, 1583307]",[131532]
"미라큘러스 월드 : 뉴욕, 하나 된 영웅들",2020-09-25,205.709,943,8.2,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 10751, 'name': '가족'}, {'id': 10770, 'name': 'TV 영화'}]","[1558832, 1758915, 1762588]",[1565301]
블랙폰,2022-06-22,563.86,3098,7.8,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[569, 1530558, 2803710]",[55499]
헬 카운트,2022-03-25,167.123,302,6.6,"[{'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스테리'}]","[25837, 111801, 3412392]",[143862]
프린세스,2022-06-16,261.751,579,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[18182, 55470, 125025]",[1264876]
블랙아웃: 사라진 기억,2022-10-12,349.272,87,5.5,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[19536, 37260, 1134885]",[1168992]
X,2022-03-17,287.131,1269,6.8,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[29221, 974169, 1137824]",[101542]
오펀: 천사의 탄생,2022-07-27,1272.528,1310,6.8,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[12041, 58014, 77517]",[62768]
더 레어,2022-10-28,584.56,24,5.9,"[{'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}]","[50668, 1270111, 1352662]",[57581]
비스트,2022-08-11,755.76,807,7.0,"[{'id': 12, 'name': '모험'}, {'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[17605, 1438277, 1877835]",[67813]
더 골드,2022-01-13,126.214,418,6.3,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[29222, 51671, 75711]",[75711]
소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,2021-10-30,241.514,117,8.2,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[233590, 1248340, 1325949]",[1498113]
놉,2022-07-20,279.609,2046,7.0,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}, {'id': 9648, 'name': '미스테리'}]","[74688, 206919, 1602972]",[291263]
크리스마스 또 다시?!,2021-12-03,127.615,68,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}, {'id': 10770, 'name': 'TV 영화'}]","[10582, 1181309, 1512021]",[58375]
두 리벤지,2022-09-14,130.909,474,6.4,"[{'id': 35, 'name': '코미디'}]","[148992, 1721740, 1903874]",[1721377]
퍼플 하트,2022-07-29,163.261,1703,8.3,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[1331457, 1382755, 1425934]",[1223175]
앰뷸런스,2022-03-16,165.742,1239,6.9,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[131, 1222992, 1639847]",[865]
데스퍼릿 아워,2021-09-12,209.186,291,6.1,"[{'id': 53, 'name': '스릴러'}]","[3489, 1558012, 3086855]",[13015]
씨 하우 데이 런,2022-09-09,164.076,328,6.6,"[{'id': 35, 'name': '코미디'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[3490, 6807, 36592]",[1814510]
프레이,2022-08-02,893.741,4630,7.9,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}]","[87126, 1654001, 3675371]",[568322]
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,2021-08-06,398.629,315,7.6,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[149894, 1245094, 1325962]",[1307036]
Código Emperador,2022-03-18,203.595,116,5.9,"[{'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}]","[16867, 1294749, 1640347]",[588125]
아내의 엄마 2,2019-01-14,145.704,0,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[1622390, 1721637]",[2665333]
Cuando Sea Joven,2022-09-14,190.903,2,8.0,"[{'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}]","[954828, 975043, 1222995]",[1703328]
Presencias,2022-09-07,236.508,103,7.0,"[{'id': 27, 'name': '공포'}]","[110424, 1775557, 3577420]",[46085]
Belli ciao,2022-01-01,291.84,92,5.7,"[{'id': 35, 'name': '코미디'}]","[1302692, 1302693, 1588435]",[120127]
서울대작전,2022-08-26,348.037,101,6.9,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 80, 'name': '범죄'}]","[572225, 1257601, 1916075]",[1294594]
엔드 오브 더 로드,2022-09-09,187.868,208,6.4,"[{'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[8171, 15758, 2056270]",[1214641]
아이스 에이지: 벅의 대모험,2022-01-28,309.868,1387,6.7,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[11108, 1240645, 3332754]",[5718]
파이어하트,2022-01-16,142.11,175,7.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[1748, 11181, 1173984]",[142982]
Chickenhare and the Hamster of Darkness,2022-02-16,139.797,198,7.5,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[149684, 2204537, 2452432]",[76100]
선과 악의 학교,2022-10-19,984.81,616,7.3,"[{'id': 14, 'name': '판타지'}, {'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[11703, 1494194, 1768965]",[116805]
멘,2022-05-20,609.258,474,6.3,"[{'id': 14, 'name': '판타지'}, {'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[139549, 1498158, 1611824]",[2036]
멈출 수 없는,2022-03-31,352.086,37,5.8,"[{'id': 53, 'name': '스릴러'}]","[26107, 47820, 67532]",[72611]
도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,2022-03-04,313.626,5,5.6,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 878, 'name': 'SF'}]","[932986, 1142780, 1241939]",[1327767]
루프 라페타,2022-02-04,128.087,50,6.3,"[{'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 80, 'name': '범죄'}]","[550167, 1714229, 2092738]",[2542498]
시크릿 헤드쿼터스,2022-08-12,661.095,156,6.9,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}, {'id': 10751, 'name': '가족'}]","[454, 887, 2867506]",[142272]
콘스탄틴: 하우스 오브 미스터리,2022-05-02,165.987,92,7.2,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}]","[127712, 130081, 1656863]",[1637776]
잭 스나이더의 저스티스 리그,2021-03-18,313.837,8325,8.2,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[880, 73968, 90633]",[15217]
오프시즌,2022-03-11,252.519,51,5.8,"[{'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스테리'}]","[3901, 40863, 78804]",[1118348]
썸머 고스트,2021-11-12,238.606,37,7.6,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 18, 'name': '드라마'}, {'id': 9648, 'name': '미스테리'}]","[1255096, 2256610, 2279389]",[2388945]
늑대사냥,2022-09-28,360.1,37,6.8,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}]","[1255411, 1713025, 1872629]",[1294527]
럭키스트 걸 얼라이브,2022-09-30,174.742,464,6.6,"[{'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[18973, 59233, 168877]",[77964]
카터,2022-08-05,149.747,248,6.1,"[{'id': 28, 'name': '액션'}]","[139515, 929574, 3390939]",[548646]
키미,2022-02-10,177.235,556,6.2,"[{'id': 53, 'name': '스릴러'}]","[37153, 545087, 1687573]",[1884]
티켓 투 파라다이스,2022-09-08,263.568,322,7.0,"[{'id': 35, 'name': '코미디'}, {'id': 10749, 'name': '로맨스'}]","[1204, 1461, 481337]",[17510]
The Jack in the Box: Awakening,2022-02-24,391.441,189,6.3,"[{'id': 27, 'name': '공포'}]","[1733286, 2215526, 2992685]",[1976339]
바깥 나라의 소녀,2022-03-10,215.71,6,6.5,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 18, 'name': '드라마'}, {'id': 9648, 'name': '미스테리'}]","[131563, 1315195, 1492982]",[1595348]
