title,release_date,popularity,vote_count,vote_average,genres,actor,director
캡틴 아메리카: 시빌 워,2016-04-27,128.008,20465,7.4,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[1245, 3223, 16828]",[19271]
토르: 라그나로크,2017-10-24,144.698,18435,7.6,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}]","[112, 74568, 91606]",[55934]
블랙 팬서,2018-02-13,663.449,19834,7.4,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[135651, 172069, 1267329]",[1056121]
Avatar: Scene Deconstruction,2009-12-18,189.098,10,8.3,"[{'id': 99, 'name': '다큐멘터리'}]",[],[]
샤잠!,2019-03-29,147.202,8002,7.0,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[2983, 69899, 1768966]",[1302082]
데드풀,2016-02-09,190.123,27546,7.6,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[10859, 54882, 1047649]",[55252]
미 비포 유,2016-06-01,233.863,10610,7.9,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[47627, 237455, 1223786]",[1096867]
어벤져스: 엔드게임,2019-04-24,246.58,22123,8.3,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[103, 3223, 16828]",[19271]
어벤져스: 인피니티 워,2018-04-25,409.391,25754,8.3,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[103, 3223, 74568]",[19271]
블론드,2022-09-16,140.036,729,6.4,"[{'id': 18, 'name': '드라마'}]","[3490, 21127, 224513]",[37618]
토이 스토리 4,2019-06-19,143.794,8402,7.5,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[31, 8873, 12898]",[84496]
드래곤볼 Z - 부활의 'F',2015-04-18,237.734,1551,6.8,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[90496, 115305, 122501]",[1083452]
크리드,2015-11-25,150.88,6212,7.4,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[16483, 62561, 135651]",[1056121]
장화신은 고양이: 끝내주는 모험,2022-12-07,359.586,0,0.0,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[3131, 3136, 1373737]",[12098]
스파이더맨: 홈커밍,2017-07-05,123.973,19300,7.4,"[{'id': 12, 'name': '모험'}, {'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[2232, 3223, 1136406]",[1293994]
나루토 질풍전 극장판 7기 - 더 라스트 - 나루토 더 무비,2014-12-06,240.393,1409,7.8,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 10749, 'name': '로맨스'}]","[24651, 82055, 131563]",[2320943]
존 윅: 리로드,2017-02-08,164.421,10641,7.3,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[4238, 6384, 6972]",[40644]
핵소 고지,2016-10-07,280.388,11631,8.2,"[{'id': 18, 'name': '드라마'}, {'id': 36, 'name': '역사'}, {'id': 10752, 'name': '전쟁'}]","[4937, 37625, 65731]",[2461]
겨울왕국 2,2019-11-20,191.775,8504,7.3,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[19394, 40462, 54415]",[15774]
언차티드,2022-02-10,380.724,3915,7.1,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}]","[13240, 1136406, 1163789]",[91268]
몬스터 하이: 더 무비,2022-10-06,439.471,129,7.1,"[{'id': 12, 'name': '모험'}, {'id': 10751, 'name': '가족'}, {'id': 10770, 'name': 'TV 영화'}]","[1630438, 2437835, 3302924]",[1213162]
50가지 그림자: 해방,2018-01-17,220.097,7086,6.7,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[33337, 118545, 1254583]",[15890]
분노의 질주: 더 익스트림,2017-04-12,133.853,9155,6.9,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[976, 12835, 18918]",[37932]
뮬란,2020-09-04,164.903,5901,6.9,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[643, 1341, 122503]",[15287]
크루엘라,2021-05-26,376.58,7672,8.1,"[{'id': 35, 'name': '코미디'}, {'id': 80, 'name': '범죄'}]","[7056, 54693, 54811]",[50767]
신비한 동물들과 덤블도어의 비밀,2022-04-06,371.55,2972,6.8,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[1019, 9642, 37632]",[11343]
마법에 걸린 사랑 2,2022-11-18,567.904,237,7.7,"[{'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[9273, 18352, 52792]",[20739]
50가지 그림자: 심연,2017-02-08,129.996,6914,6.5,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[33337, 118545, 1254583]",[15890]
오두막,2017-03-03,129.732,1807,7.5,"[{'id': 14, 'name': '판타지'}, {'id': 18, 'name': '드라마'}]","[6944, 65731, 74428]",[105239]
메가로돈,2018-08-09,154.837,6129,6.2,"[{'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[976, 11678, 109432]",[12962]
그것,2017-09-06,127.201,17062,7.2,"[{'id': 14, 'name': '판타지'}, {'id': 27, 'name': '공포'}]","[1274508, 1481238, 1559689]",[1113116]
보루토 - 나루토 더 무비,2015-08-07,282.171,1146,7.6,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[82055, 1201637, 1246233]",[1483924]
보이카: 언디스퓨티드 파이널,2016-08-01,165.011,1064,7.0,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[16607, 78110, 1255958]",[78108]
코코,2017-10-27,401.068,16506,8.2,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10402, 'name': '음악'}, {'id': 10751, 'name': '가족'}]","[258, 4589, 1193391]",[8]
그린치,2018-11-08,254.002,3076,6.8,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[71580, 77330, 80591]",[20503]
탑건: 매버릭,2022-05-24,998.397,4787,8.3,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[500, 6161, 996701]",[86270]
블레이드 퍼피 워리어,2022-07-14,419.723,183,6.7,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[2231, 17835, 39995]",[18898]
007 노 타임 투 다이,2021-09-29,158.805,4745,7.4,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[8784, 17838, 121529]",[87257]
ワンパンマン ロード・トゥー・ヒーロー,2015-12-04,158.314,145,8.0,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}]","[1221114, 1319218, 1324666]",[1509979]
너의 이름은,2016-08-26,142.897,9233,8.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[225730, 1369100, 1668610]",[74091]
노 만체스 프리다,2016-09-02,183.311,679,7.8,"[{'id': 35, 'name': '코미디'}]","[55392, 1134885, 1303064]",[79002]
스페이스 잼: 새로운 시대,2021-07-08,188.974,3340,6.9,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}, {'id': 10751, 'name': '가족'}]","[1896, 107379, 2998402]",[72024]
데드풀 2,2018-05-10,144.277,15264,7.5,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[10859, 16851, 54882]",[40684]
분노의 질주: 홉스 & 쇼,2019-08-01,128.316,5983,6.9,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[976, 17605, 18918]",[40684]
분노의 질주: 더 얼티메이트,2021-05-19,252.232,5785,7.2,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[8169, 12835, 17647]",[58189]
신과함께-죄와 벌,2017-12-14,127.254,719,8.1,"[{'id': 14, 'name': '판타지'}, {'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[63442, 75913, 150125]",[84969]
고질라 VS. 콩,2021-03-24,238.613,8356,7.7,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[15556, 28846, 1356210]",[98631]
스폰지밥 무비: 핑핑이 구출 대작전,2020-08-14,193.003,2553,7.6,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[34398, 70615, 78798]",[49903]
문폴,2022-02-03,307.275,2024,6.4,"[{'id': 878, 'name': 'SF'}]","[4587, 17178, 1010135]",[6046]
더 배트맨,2022-03-01,577.561,6784,7.7,"[{'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}, {'id': 9648, 'name': '미스테리'}]","[11288, 17142, 37153]",[32278]
장화신은 고양이,2011-10-28,162.279,2727,6.4,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[3131, 3136, 58225]",[12098]
테리파이어,2016-03-15,830.069,1025,6.6,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1303873, 1676771, 1880016]",[933176]
말레피센트 2,2019-10-16,126.317,5266,7.3,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 10751, 'name': '가족'}]","[11701, 18050, 1716493]",[20307]
라이온 킹,2019-07-12,144.886,8749,7.1,"[{'id': 12, 'name': '모험'}, {'id': 18, 'name': '드라마'}, {'id': 10751, 'name': '가족'}]","[5294, 15152, 84292]",[15277]
칩과 데일: 다람쥐 구조대,2022-05-20,138.428,844,7.0,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 9648, 'name': '미스테리'}, {'id': 10751, 'name': '가족'}]","[62861, 933558, 1884703]",[62854]
컨저링 3: 악마가 시켰다,2021-05-25,270.406,4777,7.6,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[17178, 21657, 1731961]",[1607672]
고스트 버스터즈 라이즈,2021-11-11,186.811,3293,7.6,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}]","[1172108, 1308445, 1442069]",[52443]
루,2022-09-23,453.136,371,6.7,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[19, 59017, 130253]",[402272]
블랙 아담,2022-10-19,17020.709,1227,6.8,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[18918, 83860, 1253353]",[59521]
더 수어사이드 스쿼드,2021-07-28,235.993,6747,7.6,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[17605, 56446, 234352]",[15218]
딸의 친구,2017-01-01,142.574,2,5.0,"[{'id': 10749, 'name': '로맨스'}]","[1745956, 1767076, 2625127]",[1702039]
미니언즈 2,2022-06-29,822.243,2325,7.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[4495, 59919, 124747]",[8023]
듄,2021-09-08,169.471,7978,7.8,"[{'id': 12, 'name': '모험'}, {'id': 878, 'name': 'SF'}]","[25072, 933238, 1190668]",[137427]
씽2게더,2021-12-01,407.002,3270,8.0,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}]","[368, 1245, 10297]",[52842]
더 넌,2018-09-05,166.91,5461,5.8,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[76961, 87287, 527313]",[1401474]
정글 크루즈,2021-07-28,166.471,4702,7.5,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[5081, 18918, 25616]",[59521]
아바,2017-06-21,171.519,163,6.2,"[{'id': 18, 'name': '드라마'}]","[983929, 1055917, 1800818]",[1702466]
닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,702.364,6347,7.4,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[5294, 71580, 550843]",[7623]
수퍼 소닉,2020-02-12,127.463,8368,7.4,"[{'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}, {'id': 10751, 'name': '가족'}]","[11006, 110742, 222121]",[93364]
람보르기니,2022-11-18,130.105,19,6.4,"[{'id': 18, 'name': '드라마'}]","[23931, 81685, 1169685]",[137064]
존 윅 3: 파라벨룸,2019-05-15,145.341,8333,7.4,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[4587, 6384, 6972]",[40644]
몬스터 헌터,2020-12-03,229.858,2740,6.7,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[63, 2372, 57207]",[4014]
보스 베이비 2,2021-07-01,378.275,2108,7.5,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[7447, 11006, 12110]",[18864]
레지던트 이블: 라쿤시티,2021-11-24,242.728,1876,6.1,"[{'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[115150, 1223726, 1408809]",[100734]
모탈 컴뱃,2021-04-07,285.252,4966,7.2,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[136347, 189230, 1610940]",[1828590]
원더 우먼 1984,2020-12-16,142.634,7210,6.5,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[41091, 62064, 90633]",[6884]
그것: 두 번째 이야기,2019-09-04,274.055,7340,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 27, 'name': '공포'}]","[5530, 83002, 137905]",[1113116]
조커,2019-10-01,152.293,21581,8.2,"[{'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[380, 73421, 1545693]",[57130]
킹스맨: 퍼스트 에이전트,2021-12-22,213.116,3324,6.8,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}, {'id': 10752, 'name': '전쟁'}]","[5469, 59620, 1716493]",[957]
트윈,2022-04-06,661.535,105,6.1,"[{'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스테리'}]","[20374, 203459, 1102427]",[1168608]
크리드 2,2018-11-21,133.36,4402,7.0,"[{'id': 18, 'name': '드라마'}]","[16483, 62561, 135651]",[1551545]
고장난 론,2021-10-14,142.324,1458,8.0,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}, {'id': 10751, 'name': '가족'}]","[27105, 58225, 1774679]",[208113]
맨 인 더 다크 2,2021-08-12,194.256,1914,7.3,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[2839, 32747, 2396546]",[1046225]
홈바운드,2022-04-01,295.031,11,3.8,"[{'id': 18, 'name': '드라마'}, {'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스테리'}]","[43034, 112824, 1503909]",[1916699]
착한 형수2,2017-10-08,169.935,1,5.0,"[{'id': 10749, 'name': '로맨스'}]","[1622390, 1721615, 1997928]",[]
버즈 오브 프레이: 할리 퀸의 황홀한 해방,2020-02-05,134.52,9086,7.0,"[{'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}]","[3061, 17628, 234352]",[1936668]
에놀라 홈즈,2020-09-23,239.765,4933,7.3,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 80, 'name': '범죄'}, {'id': 9648, 'name': '미스테리'}]","[73968, 237455, 1356210]",[173847]
블랙 위도우,2021-07-07,193.515,8338,7.4,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[1245, 3293, 1373737]",[93286]
나의 히어로 아카데미아 더 무비: 두 명의 히어로,2018-08-03,174.159,814,7.9,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}]","[225603, 227611, 1325962]",[1307036]
블랙 팬서: 와칸다 포에버,2022-11-09,4248.617,855,7.5,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[82104, 1083010, 1267329]",[1056121]
쥬라기 월드: 도미니언,2022-06-01,1074.906,3863,7.0,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[4784, 18997, 73457]",[930707]
소울,2020-12-25,152.243,8582,8.2,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[134, 56323, 78577]",[12890]
루카,2021-06-17,236.141,6847,7.9,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[1277188, 1774679, 2990400]",[930567]
메이의 새빨간 비밀,2022-03-10,570.887,3531,7.5,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[25540, 1373681, 3156344]",[2009739]
웬델 & 와일드,2022-10-21,442.712,126,6.8,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}]","[9780, 291263, 298410]",[57646]
레드 노티스,2021-11-04,265.248,4323,6.8,"[{'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[10859, 18918, 90633]",[57633]
헌트,2019-09-13,144.923,905,6.7,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[80614, 1140241, 1316972]",[1317685]
콰이어트 플레이스 2,2021-05-21,175.027,4830,7.6,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}]","[2037, 5081, 1815539]",[17697]
핀치,2021-11-04,131.85,2651,8.0,"[{'id': 12, 'name': '모험'}, {'id': 18, 'name': '드라마'}, {'id': 878, 'name': 'SF'}]","[31, 572541, 1457107]",[114404]
블랙 워터: 아비스,2020-07-09,152.061,358,5.1,"[{'id': 12, 'name': '모험'}, {'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}]","[136347, 1181361, 1236816]",[81328]
이터널스,2021-11-03,264.916,6512,7.0,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[11701, 97576, 512991]",[1395183]
리틀,2019-04-04,146.089,608,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}, {'id': 10749, 'name': '로맨스'}]","[35705, 1407498, 1455336]",[84124]
모비우스,2022-03-30,340.846,2916,6.3,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[7499, 136532, 1371297]",[125738]
라야와 마지막 드래곤,2021-03-03,207.55,5697,8.0,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 10751, 'name': '가족'}]","[1625558, 1663195, 2362044]",[227439]
크루즈 패밀리: 뉴 에이지,2020-11-25,237.45,3166,7.5,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[2963, 10859, 54693]",[1450348]
마녀를 잡아라,2020-10-25,170.471,2366,6.4,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}]","[1813, 6944, 2241218]",[24]
피노키오,2022-09-07,1086.135,1092,6.7,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 10751, 'name': '가족'}]","[31, 24045, 2382044]",[24]
런 스윗하트 런,2020-01-27,251.202,61,6.1,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[9048, 90060, 2092879]",[129718]
애프터,2019-04-11,236.806,7369,7.2,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}]","[1114487, 1684130, 1753914]",[1586194]
DC 리그 오브 슈퍼-펫,2022-07-27,718.793,940,7.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}, {'id': 10751, 'name': '가족'}]","[17697, 18918, 55638]",[89027]
에이바,2020-07-02,139.256,2106,5.8,"[{'id': 12, 'name': '모험'}, {'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[6949, 16935, 2048372]",[55789]
"그 남자, 좋은 간호사",2022-10-19,286.151,527,7.0,"[{'id': 18, 'name': '드라마'}, {'id': 80, 'name': '범죄'}, {'id': 9648, 'name': '미스테리'}]","[11315, 37632, 83002]",[141883]
위시 드래곤,2021-01-15,131.03,1001,8.0,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[68842, 206444, 447244]",[1453550]
프리 가이,2021-08-11,197.369,6525,7.6,"[{'id': 12, 'name': '모험'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}]","[10859, 1388593, 1467219]",[17825]
미디벌,2022-09-08,2568.084,149,7.2,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 36, 'name': '역사'}]","[3895, 11107, 103994]",[53348]
노 만체스 프리다 2,2019-03-15,211.445,729,8.0,"[{'id': 35, 'name': '코미디'}]","[55392, 1134885, 2008873]",[79002]
엘머의 모험,2022-11-04,456.966,12,7.5,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[229932, 1277188, 1653291]",[96677]
씨 비스트,2022-06-24,255.178,869,7.6,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 10751, 'name': '가족'}]","[1372, 15440, 2127280]",[70238]
샹치와 텐 링즈의 전설,2021-09-01,303.112,7411,7.7,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}]","[1337, 1489211, 1625558]",[1144604]
엔칸토: 마법의 세계,2021-10-13,595.395,7579,7.7,"[{'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[5723, 968367, 2521631]",[76595]
포켓몬스터 극장판 - 뮤츠의 역습 EVOLUTION,2019-07-12,128.818,407,6.7,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 10751, 'name': '가족'}]","[65424, 65426, 73044]",[21693]
제미나이: 지구 최후의 날,2022-01-06,1006.951,169,5.7,"[{'id': 878, 'name': 'SF'}]","[238523, 1265148, 1280426]",[3183304]
미녀와 야수:마법에 걸린 왕자,2022-01-27,220.695,24,6.3,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 10751, 'name': '가족'}]","[1287199, 1318905, 3033477]",[1628967]
RRR: 라이즈 로어 리볼트,2022-03-24,499.031,510,7.8,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[147023, 148037, 1108120]",[147021]
베놈 2: 렛 데어 비 카니지,2021-09-30,361.805,8213,6.9,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[1812, 2524, 57755]",[1333]
인피니트,2021-09-09,144.209,1252,6.7,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 878, 'name': 'SF'}]","[5294, 13240, 1282054]",[20907]
몬스터 호텔 4: 뒤바뀐 세계,2022-02-25,466.688,1283,7.1,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[17696, 62861, 77948]",[70652]
클리포드 더 빅 레드 독,2021-11-10,271.756,1447,7.3,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[212285, 1696017, 2362044]",[68573]
럭,2022-08-05,946.803,912,7.9,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}]","[6352, 11108, 1684452]",[80672]
톰과 제리,2021-02-10,133.852,2124,6.9,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[454, 56734, 1226277]",[20400]
한산: 용의 출현,2022-07-27,132.483,21,7.1,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 36, 'name': '역사'}, {'id': 10752, 'name': '전쟁'}]","[17121, 21687, 1337780]",[1049134]
