,title,release_date,popularity,vote_count,vote_average,genres,actor,director,id,recommed_count
4556,제로 다크 서티,2012-12-19,21.803,3902,7.0,스릴러 드라마 역사,"[83002, 76512, 3497]",[14392],97630,7.053947056928443
4566,가타카,1997-09-07,22.196,5371,7.5,스릴러 SF 미스테리 로맨스,"[139, 569, 9642]",[8685],782,7.33549094516136
4567,머니볼,2011-09-23,23.697,4224,7.2,드라마,"[287, 21007, 1233]",[5345],60308,7.155972833459768
4571,레미제라블,2012-12-18,23.994,4744,7.3,역사 드라마,"[6968, 934, 1813]",[70500],82695,7.213596718349793
4626,트레인스포팅,1996-02-23,23.348,8471,8.0,드라마 범죄,"[3061, 1125, 9012]",[2034],627,7.719522511884658
4672,사랑의 블랙홀,1993-02-11,20.33,6637,7.6,로맨스 판타지 드라마 코미디,"[1532, 1533, 1534]",[1524],137,7.418354051065163
4708,아일랜드,2005-07-21,20.865,4695,6.7,액션 스릴러 SF 모험,"[3061, 1245, 938]",[865],1635,6.884819913688233
4722,레인 맨,1988-12-11,20.698,5341,7.8,드라마,"[4483, 500, 3124]",[8246],380,7.508609480801855
4733,이창,1954-08-01,20.443,5434,8.4,스릴러 미스테리,"[854, 4070, 7684]",[2636],567,7.8613454591586605
4741,노팅 힐,1999-05-21,21.688,5166,7.3,로맨스 코미디 드라마,"[1204, 3291, 18022]",[7017],509,7.217624798868616
4783,조찬 클럽,1985-02-15,20.816,7020,7.8,코미디 드라마,"[2880, 7675, 1904]",[11505],2108,7.553469620333644
4790,인투 더 와일드,2007-09-11,19.362,8536,7.8,모험 드라마,"[46593, 4726, 227]",[2228],5915,7.583556567328829
4817,레모니 스니켓의 위험한 대결,2004-12-16,23.848,4459,6.8,모험 코미디 가족,"[70456, 19977, 206]",[11887],11774,6.943479889677498
4860,용감한 자가 신부를 데려가리,1995-10-19,24.569,3951,8.6,코미디 드라마 로맨스,"[35742, 55061, 691]",[35771],19404,7.8602449507922305
4938,더 브레이브,2010-12-22,21.032,4588,7.3,드라마 모험 서부,"[1229, 130640, 1892]",[1223],44264,7.212006098579032
4941,로켓맨,2019-05-17,20.19,3986,7.4,음악 드라마 역사,"[1303037, 478, 512991]",[974],504608,7.255912052764065
4956,황금나침반,2007-12-04,27.473,4027,6.0,모험 판타지,"[2227, 8784, 45589]",[3288],2268,6.544185476982019
4977,밀레니엄: 여자를 증오한 남자들,2011-12-14,18.763,6042,7.4,스릴러 범죄 미스테리,"[8784, 108916, 290]",[7467],65754,7.285751377856438
4992,스파이 브릿지,2015-10-15,17.51,6093,7.2,스릴러 드라마,"[31, 40900, 39388]",[488],296098,7.164218827473567
4997,나이스 가이즈,2016-05-15,21.706,6720,7.1,코미디 범죄 액션,"[30614, 934, 1265629]",[1108],290250,7.1029737581895835
5053,스내치,2000-09-01,27.074,7674,7.8,범죄 코미디,"[976, 287, 1115]",[956],107,7.567416927280166
5055,아이리시맨,2019-11-01,20.487,5677,7.6,범죄 드라마 역사,"[380, 1158, 4517]",[1032],398978,7.400119175923739
5058,미트 페어런츠,2000-10-06,20.721,5173,6.7,코미디 로맨스,"[7399, 380, 10399]",[6737],1597,6.875067852893114
5102,컨트롤러,2011-03-03,18.505,3929,6.7,SF 스릴러 로맨스,"[1892, 5081, 21134]",[1921],38050,6.902935339649229
5157,더 게임,1997-09-12,19.816,5421,7.6,드라마 스릴러 미스테리,"[3392, 2228, 13549]",[7467],2649,7.394621218368831
5259,분노의 질주: 언리미티드,2011-04-20,17.307,6989,7.3,액션 스릴러 범죄,"[12835, 8167, 18918]",[58189],51497,7.231433533734135
5262,책도둑,2013-11-08,12.669,3918,7.5,드라마,"[118, 1008607, 1639]",[126945],203833,7.304861568344275
5301,문라이즈 킹덤,2012-05-16,22.048,5077,7.7,코미디 드라마 로맨스,"[62, 929906, 929905]",[5655],83666,7.44338276016498
5314,L.A. 컨피덴셜,1997-09-19,18.591,4090,7.8,범죄 드라마 미스테리 스릴러,"[529, 934, 1979]",[323],2118,7.462906178455205
5335,일루셔니스트,2006-08-18,22.883,4232,7.3,판타지 드라마 스릴러 로맨스,"[819, 13242, 10860]",[17329],1491,7.2081472874302435
5369,프린세스 브라이드,1987-09-25,18.814,3886,7.7,모험 가족 판타지 코미디 로맨스,"[2130, 32, 25503]",[3026],2493,7.404058116232465
5428,"가장 따뜻한 색, 블루",2013-10-09,13.645,3996,7.1,로맨스 드라마,"[586757, 121529, 38865]",[17458],152584,7.104001481776036
5437,패닉 룸,2002-03-29,17.134,4234,6.7,범죄 드라마 스릴러,"[1038, 37917, 2178]",[7467],4547,6.895312768393931
5442,재키 브라운,1997-04-10,25.032,5456,7.3,범죄 스릴러 드라마,"[2230, 2231, 380]",[138],184,7.220181939558843
5493,주노,2007-12-05,15.464,6324,7.0,코미디 드라마 로맨스,"[27578, 39995, 9278]",[52443],7326,7.041149821680579
5521,스탠 바이 미,1986-08-08,22.754,4797,7.9,범죄 드라마,"[3033, 741, 3034]",[3026],235,7.545599410268192
5538,내 여자친구의 결혼식,2011-05-13,22.552,3886,6.5,코미디 로맨스,"[41091, 52792, 9827]",[116805],55721,6.804058116232465
5551,미스터 노바디,2009-11-06,23.146,5272,7.8,SF 드라마 로맨스 판타지,"[7499, 98, 9824]",[107490],31011,7.506414029194007
5609,다키스트 아워,2017-11-22,26.223,4490,7.4,드라마 역사,"[64, 5470, 1016168]",[36588],399404,7.264582101165081
5615,숲속으로,2014-12-24,17.966,3923,5.8,판타지 코미디,"[55466, 5081, 5064]",[17633],224141,6.450959108638585
5628,사랑도 통역이 되나요?,2003-09-18,22.106,6215,7.4,코미디 드라마 로맨스,"[1532, 1245, 1771]",[1769],153,7.28770811596463
5645,더 포스트,2017-12-22,14.953,4070,7.0,드라마 역사,"[5064, 31, 34490]",[488],446354,7.0528079033884765
5653,닥터 스트레인지러브,1964-01-29,18.542,4712,8.1,드라마 코미디 전쟁,"[12446, 862, 3088]",[240],935,7.65170268427061
5655,문라이트,2016-10-21,20.397,6276,7.4,드라마,"[1650301, 459980, 1005852]",[92784],376867,7.288382176673757
5656,언터처블,1987-06-03,18.69,4792,7.8,범죄 드라마 역사 스릴러,"[1269, 738, 1271]",[1150],117,7.490175118617046
5670,킹스 스피치,2010-11-26,18.636,7685,7.7,드라마 역사,"[5472, 118, 1283]",[70500],45269,7.5012219928578965
5677,맨체스터 바이 더 씨,2016-11-18,18.187,5055,7.5,드라마,"[1893, 1105079, 1812]",[30711],334541,7.3296767340743445
5692,라이언,2016-11-24,21.379,5875,8.1,드라마,"[76788, 108916, 1371]",[1173102],334543,7.705116246220543
5693,콜래트럴,2004-08-04,17.222,4649,7.2,드라마 범죄 스릴러,"[500, 134, 9575]",[638],1538,7.158165164541151
5703,뜨거운 녀석들,2007-02-14,24.418,6450,7.5,범죄 액션 코미디,"[11108, 11109, 388]",[11090],4638,7.352664442662414
5718,시민 케인,1941-04-17,23.312,4629,8.0,미스테리 드라마,"[40, 7664, 11029]",[40],15,7.592970015191863
5725,큐브,1997-09-09,17.608,3985,6.8,스릴러 SF 미스테리,"[5888, 5889, 5900]",[5877],431,6.95212040139229
5761,더 페이버릿: 여왕의 여자,2018-11-23,17.859,4550,7.5,드라마 코미디 스릴러,"[39187, 54693, 3293]",[122423],375262,7.319480758577373
5764,트랜센던스,2014-04-16,20.2,4871,6.0,스릴러 SF 드라마 미스테리,"[85, 15556, 192]",[559],157353,6.491736859581902
5787,달라스 바이어스 클럽,2013-11-01,21.787,7584,7.9,드라마 역사,"[10297, 9278, 7499]",[69371],152532,7.631712264983324
5847,대니쉬 걸,2015-11-27,19.415,5294,7.6,드라마,"[37632, 227454, 73381]",[70500],306819,7.39177992149877
5860,더 문,2009-06-12,15.607,4898,7.6,SF 드라마,"[6807, 1979, 115146]",[81850],17431,7.382392950746666
5864,데쓰 프루프,2007-05-22,16.505,4311,6.8,액션 스릴러,"[6856, 20494, 5916]",[138],1991,6.94607047448563
5867,페리스의 해방,1986-06-11,18.102,4104,7.6,코미디,"[4756, 2394, 29091]",[11505],9377,7.360768420445396
5871,룸,2015-10-16,18.306,8247,8.0,드라마 스릴러,"[60073, 1277188, 11148]",[83281],264644,7.714344323692304
6074,패스트 & 퓨리어스 - 도쿄 드리프트,2006-06-03,14.217,5629,6.4,액션 범죄 드라마 스릴러,"[155, 116277, 61697]",[58189],9615,6.689200176495925
6226,보이후드,2014-06-05,15.233,4580,7.5,드라마,"[931944, 4687, 569]",[564],85350,7.32012044405371
6505,인썸니아,2002-05-24,16.644,3919,6.9,범죄 미스테리 스릴러,"[1158, 2157, 448]",[525],320,7.003618152384205
6592,미드나잇 인 파리,2011-05-11,18.566,6465,7.5,판타지 코미디 로맨스,"[887, 53714, 29685]",[1243],59436,7.352877951826752
6657,파고,1996-03-08,24.707,6721,7.9,범죄 드라마 스릴러,"[3910, 3905, 884]",[1223],275,7.60988400861306
6678,트랜스포머,2007-06-27,15.398,9709,6.7,모험 SF 액션,"[10959, 19537, 19536]",[865],1858,6.816656099989608
6708,갱스 오브 뉴욕,2002-12-14,23.834,5703,7.3,드라마 역사 범죄,"[6193, 11856, 6941]",[1032],3131,7.22223794758147
6735,물랑 루즈,2001-05-24,22.021,3969,7.6,드라마 로맨스 음악,"[2227, 3061, 5723]",[6201],824,7.356656865609002
6739,플레이스 비욘드 더 파인즈,2013-03-14,14.324,4263,7.0,드라마 범죄,"[30614, 8170, 51329]",[139098],97367,7.051557206940572
6750,허쉬,2016-03-12,14.372,4035,6.7,공포 스릴러,"[932076, 17487, 1331981]",[551463],376570,6.900219628753783
6781,페이퍼 타운,2015-06-18,14.86,4765,6.1,미스테리 드라마 로맨스,"[232006, 1289968, 1029934]",[836732],286565,6.552842408895932
6906,애드 아스트라,2019-09-17,13.792,5665,6.1,SF 드라마,"[287, 2176, 17018]",[20561],419704,6.510170629186338
7015,몬티 파이튼의 성배,1975-05-25,20.639,4884,7.8,모험 코미디 판타지,"[10722, 8930, 10713]",[280],762,7.493425277007836
7055,더 랍스터,2015-10-15,21.136,5149,7.0,코미디 드라마 로맨스,"[72466, 3293, 121529]",[122423],254320,7.046501348019781
7300,분노의 질주: 더 맥시멈,2013-05-21,12.747,9503,6.8,액션 스릴러 범죄,"[12835, 8167, 18918]",[58189],82992,6.889427117735358
7415,더 기버: 기억전달자,2014-08-13,18.195,4088,6.5,드라마 SF,"[1017347, 1121786, 1229]",[13015],227156,6.79635561567077
7560,킬러들의 도시,2008-02-08,18.062,4215,7.5,코미디 드라마 범죄,"[72466, 2039, 5469]",[54472],8321,7.312015760937998
7826,레퀴엠,2000-10-06,12.198,8462,8.0,범죄 드라마,"[9560, 7499, 6161]",[6431],641,7.719318082228597
7883,쥬만지,1995-12-15,15.655,9297,7.2,모험 판타지 가족,"[2157, 205, 145151]",[4945],8844,7.172915093632612
7884,스포트라이트,2015-11-06,14.538,7388,7.8,드라마 역사,"[103, 2232, 53714]",[17867],314365,7.561516735795522
8037,블랙클랜스맨,2018-08-09,21.445,6648,7.5,코미디 범죄 드라마 역사,"[1117313, 1023139, 17052]",[5281],487558,7.355433802862988
8243,퍼펙트 스트레인저,2016-02-11,13.515,3969,7.9,코미디 드라마,"[7541, 586953, 146464]",[225160],381341,7.5082418433302
8340,보랏 - 카자흐스탄 킹카의 미국 문화 빨아들이기,2006-11-01,17.192,4564,6.7,코미디,"[6730, 6734, 6735]",[6767],496,6.887685169154878
8985,번 애프터 리딩,2008-09-05,15.268,3938,6.6,코미디 드라마,"[1461, 3910, 287]",[1223],4944,6.85236959092008
9381,더 울버린,2013-07-23,12.6,8488,6.4,액션 SF 모험 판타지,"[6968, 1156024, 1179243]",[366],76170,6.622380772535858
9885,미스 리틀 선샤인,2006-07-26,13.884,5991,7.7,코미디 드라마,"[17141, 3051, 4495]",[16959],773,7.467129662788167
