,title,release_date,popularity,vote_count,vote_average,genres,actor,director,id,recommed_count
23,토르: 러브 앤 썬더,2022-07-06,994.797,4706,6.7,판타지 액션 코미디,"[74568, 524, 3894]",[55934],616037,6.884583296014749
35,탑건: 매버릭,2022-05-24,888.065,4795,8.3,액션 드라마,"[500, 996701, 6161]",[86270],361743,7.766460048307652
37,프레이,2022-08-02,853.532,4636,7.9,스릴러 액션 SF,"[1654001, 3675371, 87126]",[568322],766507,7.538903975517334
38,스파이더맨: 노 웨이 홈,2021-12-15,849.272,15871,8.0,액션 모험 SF,"[1136406, 505710, 71580]",[1293994],634649,7.824575577231297
44,아바타,2009-12-15,810.125,26579,7.5,액션 모험 판타지 SF,"[65731, 8691, 10205]",[2710],19995,7.450012791050672
55,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,652.099,6354,7.4,판타지 액션 모험,"[71580, 550843, 5294]",[7623],453395,7.2892323905623755
58,블랙 팬서,2018-02-13,617.977,19842,7.4,액션 모험 SF,"[172069, 135651, 1267329]",[1056121],284054,7.352197390397788
67,더 배트맨,2022-03-01,565.605,6788,7.7,범죄 미스테리 스릴러,"[11288, 37153, 17142]",[32278],414906,7.484517489166078
69,엔칸토: 마법의 세계,2021-10-13,557.605,7583,7.7,애니메이션 코미디 가족 판타지,"[968367, 2521631, 5723]",[76595],568124,7.499454152878081
108,해리 포터와 마법사의 돌,2001-11-16,397.97,23574,7.9,모험 판타지,"[10980, 10989, 10990]",[10965],671,7.787936623428941
111,어벤져스: 인피니티 워,2018-04-25,385.319,25755,8.3,모험 액션 SF,"[3223, 74568, 103]",[19271],299536,8.143741428405207
117,코코,2017-10-27,374.969,16510,8.2,가족 애니메이션 판타지 음악 코미디 모험,"[1193391, 258, 4589]",[8],354912,7.991966056057987
119,해리 포터와 비밀의 방,2002-11-13,373.225,18944,7.7,모험 판타지,"[10980, 10989, 10990]",[10965],672,7.599252723581197
120,해리 포터와 혼혈왕자,2009-07-07,373.076,16795,7.7,모험 판타지,"[10980, 10989, 10990]",[11343],767,7.588783892430672
133,해리 포터와 불의 잔,2005-11-16,354.559,17922,7.8,모험 판타지 가족,"[10980, 10989, 10990]",[10723],674,7.6767122009977395
135,베놈 2: 렛 데어 비 카니지,2021-09-30,352.716,8214,6.9,SF 액션 모험,"[2524, 57755, 1812]",[1333],580489,6.966837990029646
137,언차티드,2022-02-10,348.525,3920,7.1,액션 모험,"[1136406, 13240, 1163789]",[91268],335787,7.104040440604498
139,크루엘라,2021-05-26,346.221,7673,8.1,코미디 범죄,"[54693, 7056, 54811]",[50767],337404,7.766540330422935
141,마법에 걸린 사랑,2007-11-20,337.866,4762,6.8,코미디 가족 판타지 로맨스,"[9273, 18352, 11006]",[15775],4523,6.9384527843846815
148,잭 스나이더의 저스티스 리그,2021-03-18,321.756,8329,8.2,액션 모험 판타지 SF,"[880, 73968, 90633]",[15217],791373,7.852635258236489
150,해리 포터와 아즈카반의 죄수,2004-05-31,319.277,18627,8.0,모험 판타지,"[10980, 10989, 10990]",[11218],673,7.846050712004563
163,해리 포터와 죽음의 성물 2,2011-07-07,299.203,17929,8.1,판타지 모험,"[10980, 10989, 10990]",[11343],12445,7.923311468226391
168,슈렉,2001-05-18,290.177,14490,7.7,애니메이션 코미디 판타지 모험 가족,"[12073, 776, 6941]",[5524],808,7.574833461001236
172,모탈 컴뱃,2021-04-07,284.919,4968,7.1,액션 판타지 모험,"[1610940, 136347, 189230]",[1828590],460465,7.103562195545371
173,해리 포터와 불사조 기사단,2007-06-28,283.625,16957,7.7,모험 판타지 미스테리,"[10980, 10989, 10990]",[11343],675,7.589648307794402
174,샹치와 텐 링즈의 전설,2021-09-01,283.059,7414,7.7,액션 모험 판타지,"[1489211, 1337, 1625558]",[1144604],566525,7.496454838881302
181,해리 포터와 죽음의 성물 1,2010-10-06,276.819,16610,7.8,모험 판타지,"[10980, 10990, 10989]",[11343],12444,7.6688202419671505
182,그린치,2000-11-15,273.659,6163,6.7,가족 코미디 판타지,"[206, 20480, 4175]",[6159],8871,6.857820646766715
184,핵소 고지,2016-10-07,271.165,11633,8.2,드라마 역사 전쟁,"[37625, 65731, 4937]",[2461],324786,7.926589321435577
190,컨저링 3: 악마가 시켰다,2021-05-25,262.245,4779,7.6,공포 미스테리 스릴러,"[17178, 21657, 1731961]",[1607672],423108,7.379404463861363
202,이터널스,2021-11-03,252.586,6513,7.0,SF 액션 모험,"[97576, 512991, 11701]",[1395183],524434,7.040401930893232
208,타이타닉,1997-11-18,248.379,21794,7.9,드라마 로맨스,"[6193, 204, 1954]",[2710],597,7.7801689906292335
211,토이 스토리,1995-10-30,246.771,16029,8.0,애니메이션 모험 가족 코미디,"[31, 12898, 7167]",[7879],862,7.8259673451849725
216,분노의 질주: 더 얼티메이트,2021-05-19,243.284,5787,7.2,액션 모험 범죄 스릴러,"[12835, 17647, 8169]",[58189],385128,7.16308690988925
217,몬스터 주식회사,2001-11-01,241.56,16117,7.8,애니메이션 코미디 가족,"[1230, 7904, 7905]",[12890],585,7.665587145896051
219,그것: 두 번째 이야기,2019-09-04,239.323,7340,6.9,공포 판타지,"[137905, 5530, 83002]",[1113116],474350,6.972041660374017
224,레드 노티스,2021-11-04,236.486,4324,6.8,액션 코미디 범죄 스릴러,"[18918, 10859, 90633]",[57633],512195,6.945839181407882
225,애프터,2019-04-11,236.434,7370,7.2,로맨스 드라마,"[1753914, 1114487, 1684130]",[1586194],537915,7.1682782231128925
230,코렐라인: 비밀의 문,2009-02-05,232.975,6188,7.8,애니메이션 가족 판타지,"[501, 10742, 65827]",[57646],14836,7.5331089616198845
237,루카,2021-06-17,229.756,6849,7.9,애니메이션 코미디 가족 판타지,"[1277188, 1774679, 2990400]",[930567],508943,7.613343239809848
238,어벤져스: 엔드게임,2019-04-24,229.59,22124,8.3,모험 SF 액션,"[3223, 16828, 103]",[19271],299534,8.121927707780035
239,미 비포 유,2016-06-01,228.986,10612,7.9,드라마 로맨스,"[1223786, 237455, 47627]",[1096867],296096,7.687745873869411
240,고질라 VS. 콩,2021-03-24,228.372,8357,7.7,액션 판타지 SF,"[28846, 1356210, 15556]",[98631],399566,7.512132621037223
243,캐시트럭,2021-04-22,226.924,4035,7.7,액션 범죄 스릴러,"[976, 7497, 2299]",[956],637649,7.409625006862608
244,오펀: 천사의 비밀,2009-07-24,226.548,4493,7.0,공포 스릴러 미스테리,"[21657, 133, 77517]",[59521],21208,7.050141983453719
245,슈렉 2,2004-05-19,225.484,10396,7.2,애니메이션 가족 코미디 판타지 모험,"[12073, 776, 6941]",[5524],809,7.174999277367226
246,더 수어사이드 스쿼드,2021-07-28,224.588,6748,7.6,액션 코미디 모험,"[234352, 17605, 56446]",[15218],436969,7.420250110904524
251,투모로우 워,2021-07-02,221.233,5964,7.9,액션 SF 모험,"[73457, 63312, 18999]",[144816],588228,7.587587784706469
253,주토피아,2016-02-11,220.974,14400,7.7,애니메이션 모험 가족 코미디,"[23532, 417, 17605]",[76595],269149,7.574217416567795
257,애프터: 그 후,2020-09-02,219.954,4774,7.2,로맨스 드라마,"[1753914, 1114487, 95686]",[11873],613504,7.158769016092231
266,팀버튼의 크리스마스 악몽,1993-10-09,213.097,7875,7.8,판타지 애니메이션 가족,"[14541, 531, 11514]",[57646],9479,7.571391861181763
270,인터스텔라,2014-11-05,210.528,29825,8.4,모험 드라마 SF,"[10297, 1813, 83002]",[525],157336,8.251079460097854
273,어벤져스,2012-04-25,209.408,27783,7.7,SF 액션 모험,"[3223, 16828, 103]",[12891],24428,7.627371867736864
274,라이온 킹,1994-06-23,209.305,15928,8.3,가족 애니메이션 드라마,"[4756, 15152, 16940]",[15812],8587,8.066243044279737
276,매트릭스: 리저렉션,2021-12-16,207.782,4302,6.6,SF 액션 모험,"[6384, 530, 1639847]",[9340],624860,6.841150424933893
278,메이즈 러너,2014-09-10,206.736,15080,7.2,액션 미스테리 SF 스릴러,"[527393, 115150, 1310760]",[1179066],198663,7.1811736623093285
279,50가지 그림자: 해방,2018-01-17,205.824,7088,6.7,드라마 로맨스,"[118545, 1254583, 33337]",[15890],337167,6.84451792230351
288,이클립스,2010-06-23,198.796,7775,6.2,모험 판타지 드라마 로맨스,"[37917, 11288, 84214]",[27571],24021,6.502627534461772
289,아이스 에이지,2002-03-10,198.535,11517,7.3,애니메이션 코미디 가족 모험,"[15757, 5723, 5724]",[5713],425,7.2515899291929315
290,컨저링,2013-07-18,198.426,9876,7.5,공포 스릴러,"[17178, 21657, 3127]",[2127],138843,7.38934309543371
293,그레이의 50가지 그림자,2015-02-11,196.83,10538,5.9,드라마 로맨스 스릴러,"[118545, 1254583, 49971]",[1137903],216015,6.225481120310505
296,에놀라 홈즈,2020-09-23,195.538,4939,7.3,액션 모험 미스테리 코미디 범죄,"[1356210, 73968, 237455]",[173847],497582,7.2155059126752095
300,트와일라잇,2008-11-20,194.276,11945,6.3,판타지 드라마 로맨스,"[37917, 11288, 21029]",[19850],8966,6.498366475861204
305,라푼젤,2010-11-24,191.339,9788,7.6,애니메이션 가족,"[16855, 69899, 2517]",[76595],38757,7.4602120578732425
308,리미트리스,2011-03-08,188.945,9325,7.2,스릴러 미스테리 SF,"[51329, 380, 37260]",[17329],51876,7.172972498626805
312,컨저링 2,2016-06-08,188.485,7166,7.3,공포 스릴러,"[17178, 21657, 1330999]",[2127],259693,7.232531639464234
314,나 홀로 집에 2: 뉴욕을 헤매다,1992-11-19,187.147,8032,6.7,코미디 가족 모험,"[11510, 4517, 11511]",[10965],772,6.833070958160658
315,데드풀,2016-02-09,186.724,27551,7.6,액션 모험 코미디,"[10859, 54882, 1047649]",[55252],293660,7.539197114208059
319,프리 가이,2021-08-11,184.795,6527,7.6,코미디 모험 SF,"[10859, 1388593, 1467219]",[17825],550988,7.416435194406868
321,라야와 마지막 드래곤,2021-03-03,184.212,5700,8.0,애니메이션 가족 판타지 액션 모험,"[1663195, 1625558, 2362044]",[227439],527774,7.638445616457201
322,아이언맨 2,2010-04-28,183.326,18596,6.8,모험 액션 SF,"[3223, 12052, 1896]",[15277],10138,6.8532577030228055
324,유령 신부,2005-09-12,183.085,7622,7.5,로맨스 판타지 애니메이션,"[85, 1283, 1639]",[510],3933,7.367669419478512
326,인사이드 아웃,2015-06-09,181.292,18380,7.9,애니메이션 가족 모험 드라마 코미디,"[56322, 169200, 19278]",[12890],150540,7.761795548340911
331,브레이킹 던 Part 2,2012-11-13,178.834,7931,6.5,모험 판타지 드라마 로맨스,"[11288, 37917, 84214]",[15557],50620,6.6999779706658815
333,캐리비안의 해적: 낯선 조류,2011-05-14,178.145,12419,6.5,모험 액션 판타지,"[85, 955, 118]",[17633],1865,6.644933436329881
337,빅 히어로,2014-10-24,177.192,14029,7.7,모험 가족 애니메이션 액션 코미디,"[66580, 515510, 82093]",[70238],177572,7.571612597229066
340,블랙 위도우,2021-07-07,176.464,8339,7.4,액션 모험 SF,"[1245, 1373737, 3293]",[93286],497698,7.3072179696816955
343,무서운 영화,2000-07-07,175.621,5834,6.3,코미디,"[1772, 17866, 9562]",[35689],4247,6.623080213925794
344,찰리와 초콜릿 공장,2005-07-13,175.246,13078,7.0,모험 코미디 가족 판타지,"[85, 1281, 1282]",[510],118,7.024766545588229
348,겨울왕국 2,2019-11-20,173.782,8504,7.3,가족 애니메이션 모험 코미디 판타지,"[19394, 40462, 54415]",[15774],330457,7.239817568955505
349,월드워Z,2013-06-20,173.062,13551,6.8,액션 드라마 공포 SF 스릴러,"[287, 175826, 1180907]",[12995],72190,6.868666610045232
351,듄,2021-09-08,172.763,7982,7.8,SF 모험,"[1190668, 933238, 25072]",[137427],438631,7.5734529557936225
355,퓨리,2014-10-15,172.325,10338,7.5,전쟁 드라마 액션,"[287, 33235, 454]",[19769],228150,7.392937266546591
359,콰이어트 플레이스 2,2021-05-21,171.488,4830,7.6,SF 스릴러 공포,"[5081, 2037, 1815539]",[17697],520763,7.380695236273372
362,리얼 스틸,2011-09-28,170.02,6978,6.9,액션 SF 드라마,"[6968, 234479, 19034]",[17825],39254,6.974442164889426
364,어벤져스: 에이지 오브 울트론,2015-04-22,167.617,20593,7.3,액션 모험 SF,"[3223, 74568, 103]",[12891],99861,7.26953877525057
370,브레이킹 던 Part 1,2011-11-16,165.412,7806,6.2,모험 판타지 로맨스,"[37917, 11288, 84214]",[15557],50619,6.501825152186001
373,19곰 테드2,2015-06-25,162.324,6422,6.3,코미디 판타지,"[13240, 52139, 71070]",[52139],214756,6.604650725587769
375,정글 크루즈,2021-07-28,162.26,4702,7.5,액션 모험 판타지,"[18918, 5081, 25616]",[59521],451048,7.322675789399011
376,겨울왕국,2013-11-20,162.208,14698,7.3,애니메이션 가족 모험 판타지,"[40462, 19394, 221611]",[15774],109445,7.259876220370142
382,행오버,2009-06-02,160.733,14949,7.3,코미디,"[51329, 27105, 58225]",[57130],18785,7.26041092006152
385,헝거게임: 모킹제이,2014-11-19,158.956,13930,6.8,SF 모험 스릴러,"[72129, 27972, 96066]",[10943],131631,6.867205864355563
386,라따뚜이,2007-06-28,158.477,14556,7.8,애니메이션 코미디 가족 판타지,"[10872, 65, 7962]",[7087],2062,7.654209938149806
387,뮬란,1998-06-18,158.459,8351,7.9,애니메이션 가족 모험,"[21702, 776, 14592]",[66190],10674,7.648528207841686
389,매드 맥스: 분노의 도로,2015-05-13,157.872,19965,7.6,액션 모험 SF,"[2524, 6885, 3292]",[20629],76341,7.519858273420768
398,샤잠!,2019-03-29,154.393,8004,7.0,액션 코미디 판타지,"[69899, 2983, 1768966]",[1302082],287947,7.035335549147075
403,뮬란,2020-09-04,152.207,5902,6.9,모험 판타지 드라마 액션,"[122503, 1341, 643]",[15287],337401,6.982625631319854
405,더 넌,2018-09-05,152.048,5461,5.8,공포 미스테리 스릴러,"[527313, 76961, 87287]",[1401474],439079,6.34384718940395
406,호빗: 다섯 군대 전투,2014-12-10,151.795,12428,7.3,액션 모험 판타지,"[1327, 7060, 30315]",[108],122917,7.2542932254112245
408,더 울프 오브 월 스트리트,2013-12-25,150.535,20623,8.0,범죄 드라마 코미디,"[6193, 21007, 234352]",[1032],106646,7.858588260612784
413,버즈 오브 프레이: 할리 퀸의 황홀한 해방,2020-02-05,149.495,9086,7.0,액션 범죄,"[234352, 3061, 17628]",[1936668],495764,7.032388196065273
414,토이 스토리 2,1999-10-30,148.729,12064,7.6,애니메이션 코미디 가족,"[31, 12898, 3234]",[7879],863,7.480159227546
415,노잉,2009-03-19,148.633,4566,6.1,액션 미스테리 SF 스릴러,"[2963, 9827, 77334]",[21085],13811,6.5635044580405495
416,인어공주,1989-11-17,148.119,6704,7.3,애니메이션 가족 판타지,"[63978, 67392, 35232]",[15810],10144,7.229588260562675
417,공주와 개구리,2009-12-08,147.946,4628,7.2,로맨스 가족 애니메이션,"[15563, 66252, 65827]",[15810],10198,7.158061977843401
424,폴라 익스프레스,2004-11-10,145.947,5265,6.7,애니메이션 가족 모험 판타지 코미디,"[31, 42287, 42362]",[24],5255,6.873307800170332
428,크리드 2,2018-11-21,145.016,4402,7.0,드라마,"[135651, 16483, 62561]",[1551545],480530,7.050692528880154
431,소울,2020-12-25,144.762,8584,8.2,애니메이션 가족 코미디 판타지 드라마,"[134, 56323, 78577]",[12890],508442,7.8597385468611645
432,노바디,2021-03-18,144.651,5217,8.1,액션 범죄 스릴러,"[59410, 935, 1062]",[1169024],615457,7.676572523273505
433,콘스탄틴,2005-02-08,144.63,5941,7.0,판타지 액션 공포,"[6384, 3293, 10959]",[10943],561,7.042753605307695
434,크리드,2015-11-25,144.188,6213,7.4,드라마 액션,"[135651, 16483, 62561]",[1056121],312221,7.287685877746185
435,007 노 타임 투 다이,2021-09-29,144.166,4747,7.4,모험 액션 스릴러,"[8784, 17838, 121529]",[87257],370172,7.268613422837799
438,니모를 찾아서,2003-05-30,143.254,17007,7.8,애니메이션 가족,"[13, 14, 12]",[7],12,7.671312864565104
440,조커,2019-10-01,143.009,21586,8.2,범죄 스릴러 드라마,"[73421, 380, 1545693]",[57130],475557,8.0334225690703
450,메가로돈,2018-08-09,141.237,6129,6.2,액션 SF 공포,"[976, 109432, 11678]",[12962],345940,6.552365419806162
453,"나니아 연대기: 사자, 마녀 그리고 옷장",2005-12-07,140.011,8924,7.1,모험 가족 판타지,"[5527, 5526, 5528]",[5524],411,7.102462113923397
455,존 윅: 리로드,2017-02-08,139.671,10644,7.3,액션 스릴러 범죄,"[6384, 4238, 6972]",[40644],324552,7.248681326865706
457,카 3: 새로운 도전,2017-06-15,139.427,4761,6.8,애니메이션 모험 코미디 가족,"[887, 1374727, 2955]",[1443386],260514,6.938468796040096
458,슈퍼배드 2,2013-06-26,139.284,10043,6.9,애니메이션 코미디 가족,"[4495, 41091, 4589]",[124747],93456,6.958061575084983
459,원더 우먼 1984,2020-12-16,139.021,7211,6.5,액션 모험 판타지,"[90633, 62064, 41091]",[6884],464052,6.712953021479564
460,캐리비안의 해적: 세상의 끝에서,2007-05-19,138.546,12549,7.2,모험 판타지 액션,"[85, 114, 116]",[1704],285,7.178274394849937
462,크리스마스 캐롤,2009-11-04,138.36,3898,6.9,애니메이션 가족 드라마 판타지,"[206, 64, 5472]",[24],17979,7.003897697759342
463,업,2009-05-28,138.037,17774,7.9,애니메이션 코미디 가족 모험,"[68812, 290, 80676]",[12890],14160,7.757928886396987
464,콜 미 바이 유어 네임,2017-09-01,137.514,10667,8.2,로맨스 드라마,"[1190668, 53807, 72873]",[78160],398818,7.908440849265355
466,신데렐라,1950-02-22,137.345,5855,7.0,가족 판타지 애니메이션 로맨스,"[68652, 67289, 67290]",[11429],11224,7.043131062453415
469,데드풀 2,2018-05-10,136.602,15263,7.5,액션 코미디 모험,"[10859, 16851, 54882]",[40684],383498,7.420473115011683
471,반지의 제왕: 반지 원정대,2001-12-18,135.998,21812,8.4,모험 판타지 액션,"[109, 1327, 110]",[108],120,8.204643928685451
472,존 윅 3: 파라벨룸,2019-05-15,135.965,8335,7.4,액션 스릴러 범죄,"[6384, 4587, 6972]",[40644],458156,7.307187601616784
476,인크레더블 2,2018-06-14,134.898,11338,7.5,액션 모험 애니메이션 가족,"[8977, 18686, 59361]",[7087],260513,7.3999697634891435
478,캐리비안의 해적: 망자의 함,2006-07-06,134.545,13984,7.3,모험 판타지 액션,"[85, 114, 116]",[1704],58,7.258273065436973
480,너의 이름은,2016-08-26,134.342,9234,8.5,로맨스 애니메이션 드라마,"[225730, 1369100, 1668610]",[74091],372058,8.08773930482917
481,뉴 문,2009-11-18,134.109,8158,6.0,모험 판타지 드라마 로맨스,"[37917, 11288, 84214]",[3288],18239,6.357534015224072
486,행오버 2,2011-05-25,132.939,9225,6.5,코미디,"[51329, 27105, 58225]",[57130],45243,6.680240994535788
487,백설공주와 일곱 난쟁이,1937-12-21,132.794,6426,7.1,판타지 애니메이션 가족,"[5460, 288940, 540747]",[5446],408,7.103058541442854
488,50가지 그림자: 심연,2017-02-08,132.725,6915,6.5,드라마 로맨스,"[118545, 1254583, 33337]",[15890],341174,6.718788971332166
492,퍼시픽 림,2013-07-11,132.015,10944,6.9,액션 SF 모험,"[56365, 18054, 17605]",[10828],68726,6.954534030974965
498,카 2,2011-06-11,131.11,6547,6.0,애니메이션 가족 모험 코미디,"[15897, 887, 3895]",[7879],49013,6.412742229402733
499,분노의 질주: 홉스 & 쇼,2019-08-01,130.961,5982,6.9,액션 모험 코미디,"[18918, 976, 17605]",[40684],384018,6.98195578428848
502,분노의 질주: 더 익스트림,2017-04-12,130.269,9155,6.9,액션 범죄 스릴러,"[12835, 976, 18918]",[37932],337339,6.962015158297579
506,토이 스토리 3,2010-06-16,129.483,12959,7.8,애니메이션 가족 코미디,"[31, 12898, 3234]",[8],10193,7.640388226735454
507,샌 안드레아스,2015-05-27,129.24,7409,6.2,액션 드라마 스릴러,"[18918, 109513, 17832]",[132876],254128,6.512433791886561
512,라이온 킹,2019-07-12,127.997,8749,7.1,모험 드라마 가족,"[5294, 84292, 15152]",[15277],420818,7.102496215224274
514,토이 스토리 4,2019-06-19,127.733,8404,7.5,가족 모험 애니메이션 코미디 판타지,"[31, 12898, 8873]",[84496],301528,7.376089477571906
517,파이트 클럽,1999-10-15,127.372,25200,8.4,드라마 스릴러 코미디,"[819, 287, 1283]",[7467],550,8.227399425130946
520,말레피센트 2,2019-10-16,127.164,5267,7.3,가족 판타지 모험 액션,"[11701, 18050, 1716493]",[20307],420809,7.218533779018761
521,캐리비안의 해적: 블랙펄의 저주,2003-07-09,127.013,18092,7.8,모험 판타지 액션,"[85, 114, 116]",[1704],22,7.677665833076655
522,토르: 라그나로크,2017-10-24,126.764,18438,7.6,액션 모험 판타지 SF 코미디,"[74568, 91606, 112]",[55934],284053,7.514376441469213
523,나쁜 녀석들: 포에버,2020-01-15,126.621,7188,7.2,스릴러 액션 범죄,"[2888, 78029, 544442]",[1399841],38700,7.16775687911854
524,캡틴 아메리카: 시빌 워,2016-04-27,126.608,20465,7.4,모험 액션 SF,"[16828, 3223, 1245]",[19271],271110,7.353420380245524
528,토르: 천둥의 신,2011-04-21,125.898,18985,6.8,모험 판타지 액션,"[74568, 524, 91606]",[11181],10195,6.85235187264915
533,무서운 영화 2,2001-07-04,125.262,3893,5.8,코미디,"[1772, 35705, 35690]",[35689],4248,6.453469556415826
538,분노의 질주: 더 세븐,2015-04-01,125.088,9382,7.2,액션 스릴러 범죄 모험,"[12835, 8167, 18918]",[2127],168259,7.173088610141598
539,라이온 킹 2,1998-10-24,125.052,3897,7.0,가족 모험 애니메이션 액션,"[4756, 9206, 61983]",[58829],9732,7.053981713909638
543,심슨 가족: 더 무비,2007-07-25,124.685,6997,7.0,애니메이션 코미디 가족,"[198, 199, 200]",[197],35,7.038605134554693
544,스파이더맨: 뉴 유니버스,2018-12-06,124.669,11968,8.4,액션 모험 애니메이션 SF,"[587506, 543505, 130640]",[59918],324857,8.083344246206554
545,행오버 3,2013-05-23,124.626,7635,6.2,코미디,"[51329, 27105, 58225]",[57130],109439,6.506304980414783
547,반지의 제왕: 두 개의 탑,2002-12-18,123.985,18953,8.4,모험 판타지 액션,"[109, 1327, 882]",[108],121,8.180189136098722
548,어메이징 스파이더맨,2012-06-23,123.727,15422,6.7,액션 모험 판타지,"[37625, 54693, 7026]",[87742],1930,6.782138993130243
549,슈렉 포에버,2010-05-16,123.47,6203,6.3,코미디 모험 판타지 애니메이션 가족,"[12073, 776, 6941]",[64151],10192,6.611263720820569
553,슈퍼배드,2007-03-20,122.464,6059,7.2,코미디,"[21007, 39995, 54691]",[54733],8363,7.164096498678603
557,미녀와 야수,1991-10-22,122.0,8705,7.7,로맨스 가족 애니메이션 판타지,"[62050, 15048, 108055]",[62047],10020,7.517325047999263
558,언터처블: 1%의 우정,2011-11-02,121.488,15162,8.3,드라마 코미디,"[33161, 78423, 19370]",[84425],77338,8.056842696312408
560,말레피센트,2014-05-28,120.96,11920,7.1,판타지 모험 액션 가족 로맨스,"[11701, 18050, 11356]",[1032536],102651,7.101995424481761
564,그것,2017-09-06,120.263,17064,7.2,공포 판타지,"[1274508, 1559689, 1481238]",[1113116],346364,7.18295654794075
565,스파이더맨: 홈커밍,2017-07-05,119.954,19300,7.4,액션 모험 SF 드라마,"[1136406, 2232, 3223]",[1293994],315635,7.351079948216972
566,테이큰 3,2014-12-16,119.702,5064,6.2,스릴러 액션,"[3896, 2178, 10696]",[75035],260346,6.594294936241198
569,반지의 제왕: 왕의 귀환,2003-12-01,119.232,20561,8.5,모험 판타지 액션,"[109, 1327, 882]",[108],122,8.278751571945788
572,2012,2009-10-10,118.52,10771,5.8,액션 모험 SF,"[3036, 5294, 2956]",[6046],14161,6.146819927635855
573,하울의 움직이는 성,2004-09-09,118.493,7752,8.4,판타지 애니메이션 모험,"[533325, 12670, 20338]",[608],4935,7.968632039814292
577,수퍼 소닉,2020-02-12,118.087,8371,7.4,액션 SF 코미디 가족,"[11006, 222121, 110742]",[93364],454626,7.30746020064932
580,퍼시 잭슨과 번개도둑,2010-02-01,117.42,6574,6.2,모험 판타지 가족,"[33235, 53336, 109513]",[10965],32657,6.537374730340222
582,파워 레인져스: 더 비기닝,2017-03-23,117.34,3977,6.3,액션 모험 SF,"[1525047, 1394670, 1525689]",[1099862],305470,6.699381874521012
584,슈렉 3,2007-05-17,117.172,7679,6.3,판타지 모험 애니메이션 코미디 가족,"[12073, 776, 6941]",[12098],810,6.571538234272262
587,메리다와 마법의 숲,2012-06-21,116.45,11918,7.0,애니메이션 모험 코미디 가족 액션 판타지,"[9015, 9188, 7056]",[59803],62177,7.02658438872176
588,인크레더블,2004-10-27,116.407,15702,7.7,액션 모험 애니메이션 가족,"[8977, 18686, 59361]",[7087],9806,7.582578092677084
593,아메리칸 스나이퍼,2014-12-25,115.739,11467,7.4,전쟁 액션,"[51329, 23459, 59219]",[190],190859,7.326121258344214
601,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-23,114.484,16289,5.9,액션 모험 판타지,"[880, 73968, 44735]",[15217],209112,6.1327008515171615
608,프로메테우스,2012-05-30,113.588,10601,6.5,SF 모험 미스테리,"[87722, 17288, 130253]",[578],70981,6.663121397070389
611,레디 플레이어 원,2018-03-28,113.303,13448,7.6,SF 모험 액션,"[1034681, 1173984, 77335]",[488],333339,7.489727684282839
612,터미네이터 제니시스,2015-06-23,112.789,7405,5.9,SF 액션 스릴러 모험,"[1100, 76512, 1223786]",[47005],87101,6.315794852480623
613,헤라클레스,1997-06-20,112.472,6385,7.5,애니메이션 가족 판타지 모험 코미디 로맨스,"[15455, 20903, 45566]",[15810],11970,7.351732029924906
614,19곰 테드,2012-06-29,112.431,10932,6.4,코미디 판타지,"[13240, 18973, 52139]",[52139],72105,6.585702502318715
615,쥬라기 월드,2015-06-06,112.416,18589,6.7,액션 모험 SF 스릴러,"[73457, 18997, 17181]",[930707],135397,6.770564613097163
616,어메이징 스파이더맨 2,2014-04-16,112.315,11470,6.5,액션 모험 판타지,"[37625, 54693, 134]",[87742],102382,6.653890315144485
618,트랜스포머: 사라진 시대,2014-06-25,112.013,6975,5.9,SF 액션 모험,"[13240, 2283, 61186]",[865],91314,6.332256668755981
619,플라이트,2012-11-02,111.942,5253,6.8,드라마,"[5292, 1896, 17521]",[24],87502,6.931014299087288
629,프로포즈,2009-06-01,111.396,5712,7.1,코미디 로맨스 드라마,"[18277, 10859, 50463]",[29214],18240,7.103286067864005
631,인셉션,2010-07-15,111.07,32627,8.4,액션 SF 모험,"[6193, 24045, 3899]",[525],27205,8.2625075912513
635,아이언맨,2008-04-30,110.723,23530,7.6,액션 SF 모험,"[3223, 18288, 1229]",[15277],1726,7.530279387195751
637,리오,2011-04-03,110.109,5761,6.7,애니메이션 모험 코미디 가족,"[44735, 1813, 41087]",[5714],46195,6.864397188696872
638,릴로 & 스티치,2002-06-21,109.959,5228,7.5,애니메이션 가족,"[1580, 66193, 13445]",[66193],11544,7.332909773903744
639,그레이트 월,2016-12-16,109.413,4444,6.0,액션 모험 판타지,"[1892, 1151657, 5293]",[607],311324,6.516943538938622
641,엑소시스트,1973-12-26,109.343,6659,7.7,공포,"[9560, 37366, 21736]",[15175],9552,7.481881430000827
644,아이언맨 3,2013-04-18,109.064,20045,6.9,액션 모험 SF,"[3223, 12052, 1896]",[1108],68721,6.93379464624791
646,피노키오,1940-02-23,108.652,5085,7.1,애니메이션 가족,"[67371, 30236, 985275]",[11426],10895,7.103515737304505
659,마이 프리텐드 와이프,2011-02-10,107.611,4889,6.7,코미디 로맨스,"[19292, 4491, 2227]",[17494],50546,6.8807338665935855
662,혹성탈출: 반격의 서막,2014-06-26,107.477,9787,7.3,SF 액션 드라마 스릴러,"[1333, 76512, 64]",[32278],119450,7.245464761161319
